LINE_ID,PRIVATE_LA,PGMN_WELL,CONS_AUTHO,COUNTY,TOWNSHIP,LOT,CONCESSION,AQUIFER_TY,AQUIFER_LI,STRATIGRAP,STRATI_DES,NO_RECORD,WELL_DEPTH,WEL_PIEZOM,SCREEN_HOL,lat,lon,ELVA_GROUN,SITE_ID
465,NOT PRIVATE LAND,W0000357-1,NIAGARA PENINSULA C.A.,NIAGARA REGIONAL MUNICIPALITY,PELHAM,LOT 7,CON 8,OVERBURDEN,SAND,6601550,N/A,N/A,46.02,15.88,SCREEN: 36.6M-44.2M,43.04131,-79.316817,237.3,357
466,NOT PRIVATE LAND,W0000459-1,ST. CLAIR REGION C.A.,MIDDLESEX COUNTY,ADELAIDE,LOT 7,CON 1,BEDROCK,"LIMESTONE, SHALE",4116015,N/A,N/A,41.15,5.08,SCREEN: 38.1M-41.1M,42.94846,-81.743105,233.57,459
467,NOT PRIVATE LAND,W0000097-5,SOUTH NATION CONSERVATION,OTTAWA-CARLETON REGIONAL MUNICIPALITY,OSGOODE,LOT 22,CON 8,BEDROCK,DOLOMITE,N/A,"MW01-1 GOLDER ASSOCIATES, MAY 2002",N/A,28.9,3.18,SCREEN 24.5 - 28.9 M,45.23144,-75.4699,86.21,97
468,NOT PRIVATE LAND,W0000303-3,SAUGEEN VALLEY C.A.,GREY COUNTY,PROTON,LOT 8,CON 9,BEDROCK,LIMESTONE,2515623,N/A,N/A,18.59,15.88,OPEN HOLE: 13.1M-18.6M,44.07858,-80.564821,471.75,303
469,NOT PRIVATE LAND,W0000304-1,SAUGEEN VALLEY C.A.,BRUCE COUNTY,BRANT,LOT 1,CON 1,OVERBURDEN,"SAND, SILT, STONES",1410428,N/A,N/A,17.68,5.08,SCREEN: 14.63M-17.68M,44.12563,-81.216237,305.44,304
470,PRIVATE LAND,W0000251-1,RIDEAU VALLEY C.A.,LANARK COUNTY,MONTAGUE,LOT 16,CON 4,BEDROCK,GREY LIMESTONE,3511112,N/A,N/A,22.9,16,OPEN HOLE: 6.7 - 22.9M,0,0,127.49,251
471,NOT PRIVATE LAND,W0000405-1,UPPER THAMES RIVER C.A.,PERTH COUNTY,BLANSHARD,LOT 10,CON 15,BEDROCK,LIMESTONE,5000191,N/A,N/A,28.28,12.7,OPEN HOLE,43.28485,-81.172364,302.78,405
472,NOT PRIVATE LAND,W0000258-1,CROWE VALLEY C.A.,PETERBOROUGH COUNTY,BELMONT AND METHUEN,LOT 5,CON 6,BEDROCK,LIMESTONE,5110799,N/A,5100296,70,15.88,OPEN HOLE  7.01 - 70.0 M,44.43628,-77.83026,204.74,258
473,NOT PRIVATE LAND,W0000293-3,LAKE SIMCOE REGION C.A.,SIMCOE COUNTY,ORO,LOT 11,CON 8,OVERBURDEN,"SANDY SILT, SAND",5737769,N/A,N/A,25.91,5.08,SCREEN: 22.9M-25.9M,44.52545,-79.572367,322.92,293
474,NOT PRIVATE LAND,W0000294-1,HAMILTON REGION C.A.,HAMILTON CITY,BEVERLY,LOT 30,CON 3,OVERBURDEN,SAND,6813990,N/A,N/A,6.1,5.08,SCREEN: 4.57M-6.1M,43.29826,-80.074812,247.493,294
405,NOT PRIVATE LAND,W0000006-1,TORONTO AND REGION C.A.,YORK REGIONAL MUNICIPALITY,MARKHAM,LOT 34,CON 5,OVERBURDEN,"SAND, SILT, GRAVEL",6910828,N/A,N/A,26.21,4.78,SCREEN: 25.3M-26.2M,43.94283,-79.350086,243.75,6
406,NOT PRIVATE LAND,W0000028-4,CREDIT VALLEY CONSERVATION,HALTON REGIONAL MUNICIPALITY,ESQUESING,LOT 20,CON 7,OVERBURDEN,"GRAVEL, SAND",2808070,N/A,N/A,24.38,5.41,SCREEN: 21.34M-22.86M,43.64408,-79.95276,279.4,28
407,NOT PRIVATE LAND,W0000148-1,QUINTE CONSERVATION,HASTINGS COUNTY,TYENDINAGA,LOT 7,CON 6,BEDROCK,LIMESTONE,2905484,N/A,N/A,21.95,15.88,OPEN HOLE : 10.67 - 21.95M,44.31725,-77.280511,139.2,148
408,NOT PRIVATE LAND,W0000153-1,QUINTE CONSERVATION,FRONTENAC COUNTY,HINCHINBROOKE,LOT 5,CON 8,BEDROCK,GREY AND BLACK GRANITE,2217749,N/A,N/A,63.7,15.88,OPEN HOLE: 6.7 - 63.7M,44.54468,-76.774747,172.7,153
409,NOT PRIVATE LAND,W0000065-4,GRAND RIVER C.A.,BRANT COUNTY,BURFORD,LOT 2,CON 8,OVERBURDEN,GRAVEL,1305684,N/A,N/A,25.3,4.44,SCREEN: 18.29M-21.34M,43.09251,-80.416595,259.11,65
410,NOT PRIVATE LAND,W0000070-1,GREY SAUBLE C.A.,GREY COUNTY,SULLIVAN,LOT 1,CON 10,BEDROCK,LIMESTONE,2504927,N/A,N/A,13.41,25.4,OPEN HOLE: 5.2M - 13.4 M,44.45994,-81.03795,261.88,70
411,PRIVATE LAND,W0000121-1,LOWER TRENT REGION C.A.,HASTINGS COUNTY,RAWDON,LOT 12,CON 12,BEDROCK,GREY LIMESTONE,2907601,N/A,N/A,13,20.96,OPEN HOLE: 3.7 - 13M,0,0,177.46,121
412,PRIVATE LAND,W0000122-1,LOWER TRENT REGION C.A.,NORTHUMBERLAND COUNTY,CRAMAHE,LOT 33,CON 4,OVERBURDEN,SAND AND GRAVEL,4504651,N/A,N/A,27.5,15.88,SCREEN: 25-26M,0,0,187.38,122
413,PRIVATE LAND,W0000123-1,LOWER TRENT REGION C.A.,NORTHUMBERLAND COUNTY,HALDIMAND,LOT 32,CON 9,OVERBURDEN,SAND AND GRAVEL,4505214,N/A,N/A,91,15.88,SCREEN: 89.6- 90.8M,0,0,301.37,123
414,NOT PRIVATE LAND,W0000124-1,CONSERVATION HALTON,HALTON REGIONAL MUNICIPALITY,TRAFALGAR,LOT 15,CON 2,OVERBURDEN,"SAND, SILT",2809621,N/A,N/A,14.94,4.44,SCREEN: 11.8M-14.9M,43.49575,-79.750927,194.416,124
415,NOT PRIVATE LAND,W0000323-3,NOTTAWASAGA VALLEY C.A.,SIMCOE COUNTY,WEST GWILLIMBURY,LOT 7,CON 11,OVERBURDEN,SANDY SILT,5737733,N/A,N/A,32,5.08,SCREEN: 29.0M-32.0M,44.16161,-79.64186,269.45,323
416,PRIVATE LAND,W0000175-2,RIDEAU VALLEY C.A.,OTTAWA-CARLETON REGIONAL MUNICIPALITY,GOULBOURN,LOT 11,CON 9,BEDROCK,SILTY DOLOSTONE,N/A,N/A,1531664/1522105,24.61,3.18,N/A-  TO BE DETERMINED,0,0,139.88,175
417,NOT PRIVATE LAND,W0000177-3,SAUGEEN VALLEY C.A.,GREY COUNTY,SULLIVAN,LOT 22,CON 3,BEDROCK,DOLOSTONE,2504264,N/A,N/A,21.95,6.05,SLOTTED PIPE: 21.03M-21.95M,44.35649,-80.910807,309.15,177
418,NOT PRIVATE LAND,W0000371-3,UPPER THAMES RIVER C.A.,PERTH COUNTY,BLANSHARD,LOT 21,CON 11,BEDROCK,LIMESTONE,5005549,N/A,N/A,83.82,5.08,OPEN HOLE: 36.3M-83.8M,43.23202,-81.271462,309.84,371
419,NOT PRIVATE LAND,W0000261-1,CENTRAL LAKE ONTARIO C.A.,DURHAM REGIONAL MUNICIPALITY,SCUGOG,LOT 3,CON 2,OVERBURDEN,FINE SAND AND SILT,1916296,N/A,N/A,28.9,6.05,SCREEN: 16.76-18.29M,44.03249,-79.039258,320.61,261
420,NOT PRIVATE LAND,W0000264-3,CENTRAL LAKE ONTARIO C.A.,DURHAM REGIONAL MUNICIPALITY,CLARINGTON,LOT 13,CON 9,OVERBURDEN,COBBLES AND GRAVEL,1916292,N/A,N/A,58.96,6.35,SCREEN: 48.8 - 51.8 M,44.05282,-78.759015,291.66,264
421,PRIVATE LAND,W0000237-1,LOWER THAMES VALLEY C.A.,CHATHAM-KENT DIVISION,ROMNEY,LOT 19,CON 2,BEDROCK,SHALE,3304391,N/A,N/A,42.06,10.16,OPEN HOLE: 42.06M-42.06M,0,0,180.92,237
422,NOT PRIVATE LAND,W0000343-3,MAITLAND VALLEY C.A.,HURON COUNTY,HOWICK,LOT 22,CON 17,OVERBURDEN,"SAND, GRAVEL",3007485,N/A,N/A,17.07,5.08,SCREEN: 14.94M-16.76M,43.95943,-81.04896,368.51,343
423,NOT PRIVATE LAND,W0000319-1,MISSISSIPPI VALLEY C.A.,LANARK COUNTY,RAMSAY,LOT 1,CON 8,BEDROCK,GREY BROWN SANDSTONE,3514056,N/A,N/A,16.2,15.88,OPEN HOLE: 7.0 - 16.2,45.15772,-76.13898,132.46,319
424,NOT PRIVATE LAND,W0000336-1,CONSERVATION HALTON,HALTON REGIONAL MUNICIPALITY,NASSAGAWEYA,LOT 1,CON 7,BEDROCK,"LIMESTONE, SHALE",2808643,N/A,N/A,36.58,15.88,OPEN HOLE: 6.1M-36.6M,43.49881,-79.920679,317.15,336
425,PRIVATE LAND,W0000341-1,NIAGARA PENINSULA C.A.,NIAGARA REGIONAL MUNICIPALITY,CLINTON,LOT 3,CON 6,BEDROCK,LIMESTONE,N/A,CLAYEY SILT TILL - 3.71M; LIMESTONE - 6.76M,N/A,6.76,5.08,SCREEN: 4.65M-6.75M,0,0,157.76,341
426,NOT PRIVATE LAND,W0000350-2,SOUTH NATION CONSERVATION,"STORMONT, DUNDAS AND GLENGARRY UNITED COUNTIES",ROXBOROUGH,LOT 13,CON 5,OVERBURDEN,GREY GRAVEL AND SAND,5804749,N/A,N/A,12.2,5.08,SCREEN: 7.6 - 10.6M,45.22729,-74.912182,112.93,350
427,NOT PRIVATE LAND,W0000392-1,NORTH BAY-MATTAWA C.A.,NIPISSING DISTRICT,WIDDIFIELD,LOT 6,CON 1,BEDROCK,"GREY, RED, BROWN GRANITE",4307357,N/A,N/A,85.9,15.88,OPEN HOLE: 10-85.9M,46.36312,-79.319218,287.58,392
428,NOT PRIVATE LAND,W0000417-1,SAULT STE. MARIE REGION C.A.,ALGOMA DISTRICT,KORAH,SEC 7,N/A,OVERBURDEN,"SAND,  STONES AND GRAVEL",1107209,N/A,N/A,9.75,15.88,SCREEN: 8.5 - 9.75M,46.59337,-84.448687,330.05,417
429,NOT PRIVATE LAND,W0000383-1,CATARAQUI REGION C.A.,LENNOX AND ADDINGTON COUNTY,NORTH FREDERICKSBURGH,LOT 18,CON 4,INTERFACE,SHALEY LIMESTONE,3709737,N/A,N/A,18,15.88,OPEN HOLE: 16.2 - 18 M,44.2094,-76.900052,78.28,383
430,NOT PRIVATE LAND,W0000384-1,NIAGARA PENINSULA C.A.,NIAGARA REGIONAL MUNICIPALITY,NIAGARA,LOT 193,N/A,OVERBURDEN,SILTY SAND,3804133,N/A,N/A,9.8,5.08,SCREEN: 8.1M-9.8M,43.24123,-79.136086,80.2,384
431,NOT PRIVATE LAND,W0000447-1,SAULT STE. MARIE REGION C.A.,ALGOMA DISTRICT,"ALGOMA, UNORGANIZED, NORTH PART",SEC 10,N/A,OVERBURDEN,SAND AND STONES,1107379,N/A,N/A,13.1,15.88,SCREEN: 11.9 - 13.1M,46.6716,-84.26956,329.95,447
432,NOT PRIVATE LAND,W0000448-1,SAULT STE. MARIE REGION C.A.,ALGOMA DISTRICT,"ALGOMA, UNORGANIZED, NORTH PART",SEC 32,N/A,OVERBURDEN,SAND AND STONES,1107380,N/A,N/A,7.3,15.88,SCREEN: 5.5 -6.7M,46.61636,-84.303935,311.81,448
433,PRIVATE LAND,W0000444-1,SEVERN SOUND ENVIRONMENTAL ASSOCIATION,SIMCOE COUNTY,MEDONTE,LOT 48,CON 1,OVERBURDEN,GREY TO BROWN GAVELLY SAND WITH BOLDERS,N/A,N/A,N/A,36.58,6.35,SCREEN: 35.05 - 36.58 M,0,0,248.52,444
434,NOT PRIVATE LAND,W0000445-1,LOWER THAMES VALLEY C.A.,ELGIN COUNTY,ALDBOROUGH,LOT 22,CON 14,BEDROCK,SHALE,2000040,N/A,N/A,85.34,12.7,OPEN HOLE: 83.8M-85.3M,42.57041,-81.5281,199.38,445
435,NOT PRIVATE LAND,W0000446-1,GREY SAUBLE C.A.,GREY COUNTY,KEPPEL,LOT 25,CON COLPOY RANGE,BEDROCK,LIMESTONE,2504458,N/A,N/A,26.52,15.8,OPEN HOLE: 1.7M-26.5M,44.78857,-81.014614,269.37,446
436,NOT PRIVATE LAND,W0000055-1,UPPER THAMES RIVER C.A.,OXFORD COUNTY,DEREHAM,LOT 10,CON 5,BEDROCK,LIMESTONE,4706368,N/A,N/A,96.62,20.5,OPEN HOLE: 63.1M-96.6M,42.95561,-80.793323,290.91,55
437,NOT PRIVATE LAND,W0000138-1,GANARASKA REGION C.A.,DURHAM REGIONAL MUNICIPALITY,CLARINGTON,LOT 31,CON 9,INTERFACE,"SILTY,  SANDY  TILL",1901053,N/A,N/A,153.92,10.8,OPEN AT END OF CASING,44.04141,-78.65544,299.6,138
438,PRIVATE LAND,W0000037-1,GRAND RIVER C.A.,WATERLOO REGIONAL MUNICIPALITY,WILMOT,LOT 1,CON 2,OVERBURDEN,SAND,6508879,N/A,N/A,9.14,4.76,SCREEN: 6.1M-9.1M,0,0,364.9,37
439,PRIVATE LAND,W0000038-1,CREDIT VALLEY CONSERVATION,PEEL REGIONAL MUNICIPALITY,CALEDON,LOT 12,CON 2,OVERBURDEN,GRAVELLY SAND,4908734,N/A,N/A,33.53,5.08,SCREEN: 32.0M-33.5M,0,0,406.59,38
440,NOT PRIVATE LAND,W0000054-1,UPPER THAMES RIVER C.A.,PERTH COUNTY,FULLARTON,LOT 29,MITCHELL ROAD EAST SIDE,BEDROCK,LIMESTONE,N/A,N/A,5001520,34.3,10.16,OPEN HOLE,43.32933,-81.182826,330.05,54
441,NOT PRIVATE LAND,W0000224-1,NOTTAWASAGA VALLEY C.A.,SIMCOE COUNTY,TECUMSETH,LOT 5,CON 4,OVERBURDEN,"SAND, GRAVEL",N/A,N/A,"A011238, 5704582, 5704583",88.75,17.4,N/A-  TO BE DETERMINED,44.02196,-79.80898,249.08,224
442,NOT PRIVATE LAND,W0000268-1,SOUTH NATION CONSERVATION,"STORMONT, DUNDAS AND GLENGARRY UNITED COUNTIES",FINCH,LOT 13,CON 5,BEDROCK,GREY LIMESTONE,5804718,N/A,N/A,25.91,15.88,OPEN HOLE: 11.6 - 24.4M,45.17487,-75.10964,73.71,268
443,NOT PRIVATE LAND,W0000372-1,KETTLE CREEK C.A.,MIDDLESEX COUNTY,DORCHESTER,LOT 6,CON 6,OVERBURDEN,"SAND, GRAVEL",4106430,N/A,N/A,41.15,16.51,SCREEN: 40.23M-41.15M,42.91487,-80.954938,280,372
444,NOT PRIVATE LAND,W0000404-1,RAISIN REGION C.A.,PRESCOTT AND RUSSELL UNITED COUNTIES,EAST HAWKESBURY,LOT 6,CON 5,OVERBURDEN,GREY GRAVEL,5203922,N/A,N/A,33.5,5.08,SCREEN: 27.4 - 32.M,45.49082,-74.442305,52.64,404
445,NOT PRIVATE LAND,W0000465-1,LAKEHEAD REGION C.A.,THUNDER BAY DISTRICT,THUNDER BAY,LOT 16,CON A,BEDROCK,BLACK BASALT,6107455,N/A,N/A,24.4,15.88,OPEN HOLE: 6.1 - 24.4M,48.4193,-89.336897,245.41,465
446,NOT PRIVATE LAND,W0000113-1,GANARASKA REGION C.A.,DURHAM REGIONAL MUNICIPALITY,CLARINGTON,LOT 31,CON 9,OVERBURDEN,SILTY TILL,1901052,N/A,N/A,46,15.24,SCREEN: 36 - 40 M,44.0414,-78.6554,299.6,113
447,NOT PRIVATE LAND,W0000114-3,GANARASKA REGION C.A.,DURHAM REGIONAL MUNICIPALITY,CLARINGTON,LOT 22,CON 5,OVERBURDEN,SAND AND GRAVEL,1900957,N/A,N/A,14.3,15.24,SCREEN: 11.3 -14.3 M,43.99734,-78.5924,236.74,114
448,NOT PRIVATE LAND,W0000323-4,NOTTAWASAGA VALLEY C.A.,SIMCOE COUNTY,WEST GWILLIMBURY,LOT 7,CON 11,OVERBURDEN,SANDY SILT,5737735,N/A,N/A,105.16,6.05,SCREEN: 102.1M-105.2M,44.16161,-79.64186,269.45,323
449,NOT PRIVATE LAND,W0000324-2,SAUGEEN VALLEY C.A.,BRUCE COUNTY,GREENOCK,LOT 17,CON 14,OVERBURDEN,"GRAVEL, TILL, SAND",1410432,N/A,N/A,9.45,5.08,SCREEN: 6.1M-9.1M,44.21806,-81.352329,272.06,324
450,NOT PRIVATE LAND,W0000324-3,SAUGEEN VALLEY C.A.,BRUCE COUNTY,GREENOCK,LOT 17,CON 14,OVERBURDEN,"TILL, SAND",1410432,N/A,N/A,21.03,5.08,SCREEN: 17.68M-20.73M,44.21806,-81.352329,272.06,324
451,NOT PRIVATE LAND,W0000316-1,CROWE VALLEY C.A.,HASTINGS COUNTY,LIMERICK,LOT 23,CON 2,BEDROCK,BLACK AND GREEN GRANITE,2919831,N/A,N/A,50.9,10.16,OPEN HOLE: 6.1 - 50.9M,44.83847,-77.67046,315.29,316
452,NOT PRIVATE LAND,W0000232-2,NOTTAWASAGA VALLEY C.A.,SIMCOE COUNTY,SUNNIDALE,LOT 12,CON 16,OVERBURDEN,SAND,5735793,N/A,N/A,83.21,7.62,SCREEN: 32.9M-42.1M,44.49993,-79.99342,186.2,232
453,NOT PRIVATE LAND,W0000171-2,LONG POINT REGION C.A.,HALDIMAND-NORFOLK REGIONAL MUNICIPALITY,CHARLOTTEVILLE,LOT 8,CON 5,OVERBURDEN,SAND,4407892,N/A,N/A,7.62,5.08,SCREEN: 4.57M-7.62M,42.75075,-80.420104,231.53,171
454,NOT PRIVATE LAND,W0000190-1,GREY SAUBLE C.A.,BRUCE COUNTY,ALBEMARLE,LOT 11,CON 7,BEDROCK,"DOLOSTONE, SHALE",1410276,N/A,N/A,45.72,15.88,OPEN HOLE: 6.1M-45.7M,44.86511,-81.171,220.56,190
455,NOT PRIVATE LAND,W0000207-1,GANARASKA REGION C.A.,NORTHUMBERLAND COUNTY,HAMILTON,LOT 30,CON 8,OVERBURDEN,SAND,4513312,N/A,N/A,19,15.9,SCREEN: 17.7 - 19 M,44.08438,-78.2995,198.65,207
475,NOT PRIVATE LAND,W0000298-2,LAKE SIMCOE REGION C.A.,YORK REGIONAL MUNICIPALITY,GEORGINA,LOT 2,CON 3,OVERBURDEN,"SILTY SAND, SAND",6926977,N/A,N/A,7.5,5.08,SCREEN: 4.57M-7.62M,44.26262,-79.336001,228.88,298
476,NOT PRIVATE LAND,W0000362-3,NIAGARA PENINSULA C.A.,NIAGARA REGIONAL MUNICIPALITY,PELHAM,LOT 1,CON 8,OVERBURDEN,SAND,N/A,FINE SAND - 14.2M,N/A,13,5.08,SCREEN: 11.8M-13.0M,43.0471,-79.28719,196.7,362
477,NOT PRIVATE LAND,W0000369-3,UPPER THAMES RIVER C.A.,OXFORD COUNTY,ZORRA,LOT 15,CON 4,BEDROCK,LIMESTONE,4708742,N/A,N/A,50.29,15.88,OPEN HOLE: 46.3M-50.3M,43.1727,-80.917618,327.7,369
478,PRIVATE LAND,W0000406-1,AUSABLE BAYFIELD C.A.,PERTH COUNTY,HIBBERT,LOT 27,CON 13,BEDROCK,LIMESTONE,5005637,N/A,N/A,107.9,15.9,OPEN HOLE: 9.1M-107.9M,0,0,297.77,406
479,NOT PRIVATE LAND,W0000407-1,QUINTE CONSERVATION,HASTINGS COUNTY,TYENDINAGA,LOT 23,CON 1,BEDROCK,GREY LIMESTONE,2920183,N/A,N/A,27.4,15.88,OPEN HOLE: 6 - 27.4M,44.22351,-77.1498,90.46,407
480,PRIVATE LAND,W0000410-1,KETTLE CREEK C.A.,MIDDLESEX COUNTY,DORCHESTER,LOT 6,CON 6,OVERBURDEN,"GRAVEL, SAND",4116275,N/A,N/A,18.29,10.48,SCREEN: 15.24M-16.76M,0,0,271.47,410
481,NOT PRIVATE LAND,W0000411-2,LOWER TRENT REGION C.A.,NORTHUMBERLAND COUNTY,HALDIMAND,LOT 19,CON 7,OVERBURDEN,SAND AND SILT,4514022,N/A,N/A,47.4,5.08,SCREEN: 44.3 - 47.4 M,44.10132,-78.05154,299.36,411
482,NOT PRIVATE LAND,W0000427-1,GRAND RIVER C.A.,WATERLOO REGIONAL MUNICIPALITY,WILMOT,LOT 19,GERMAN BLOCK SBR,OVERBURDEN,"GRAVEL, SAND",6509620,N/A,N/A,65.5,6.05,SCREEN: 22.9M-24.4M,43.3761,-80.670615,338.771,427
492,NOT PRIVATE LAND,W0000495-1,Kawartha Region CA,Peterborough County,Galway-Cavendish and Harvey,PT19,CON 12,Bedrock,GRANITE,A001842,N/A,N/A,25.15,6.3,Open Hole:  6 - 25.15m,44.793466,-78.483155,324.35,495
493,NOT PRIVATE LAND,W0000496-1,Kawartha Region CA,Peterborough County,Galway-Cavendish and Harvey,PT20,CON 16,Bedrock,GRANITE,A001855,N/A,N/A,36.75,6.3,Open Hole:  6 - 36.75m,44.584993,-78.496267,253.35,496
494,NOT PRIVATE LAND,W0000498-1,Credit Valley CA,Peel Regional Municipality,CHINGUACOUSY,LOT 4,CON 5,Overburden,Sand,N/A,N/A,N/A,5.4,5,SCREEN:  1.3 M- 4.3M,43.637916,-79.8128,208.58,498
491,NOT PRIVATE LAND,W0000488-3,Central Lake Ontario CA,Durham Regional Municipality,Whitby,LOT 9,CON 9,OVERBURDEN,SAND,A067440,N/A,N/A,151.8,6.3,SCREEN:  148.71 M- 151.8M,44.037583,-78.91607,309.296,488
1,NOT PRIVATE LAND,W0000310-1,CROWE VALLEY C.A.,HALIBURTON COUNTY,MONMOUTH,LOT 33,CON 16,BEDROCK,N/A,N/A,N/A,2705998/2706174,14,15.88,OPEN HOLE : 10 ~ 14 M  TO BE CONFIRMED,45.03846,-78.2249,381.88,310
2,NOT PRIVATE LAND,W0000314-1,SAUGEEN VALLEY C.A.,GREY COUNTY,SULLIVAN,LOT 23,CON 2,OVERBURDEN,"SAND, GRAVEL",2504256,N/A,N/A,16.15,5.08,SLOTTED PIPE: 15.24M-16.15M,44.3485,-80.892953,353.73,314
3,NOT PRIVATE LAND,W0000317-1,CROWE VALLEY C.A.,NORTHUMBERLAND COUNTY,SEYMOUR,LOT 20,CON 11,BEDROCK,LIMESTONE,4513396,N/A,N/A,16.55,15.88,OPEN HOLE: 8 - 16.5M,44.38165,-77.75155,172.99,317
4,NOT PRIVATE LAND,W0000269-1,SOUTH NATION CONSERVATION,"STORMONT, DUNDAS AND GLENGARRY UNITED COUNTIES",WINCHESTER,LOT 3,CON 2,BEDROCK,GREY LIMESTONE,1805039,N/A,N/A,28.54,15.88,OPEN HOLE: 12.8 - 27.4 M,45.04926,-75.320885,71.979,269
5,NOT PRIVATE LAND,W0000270-1,AUSABLE BAYFIELD C.A.,HURON COUNTY,USBORNE,LOT 30,CON 5,OVERBURDEN,"SAND, GRAVEL",N/A,"CLAYEY SILT - 6.2M; SANDY SILT - 8.5M; SAND, GRAVEL - 15.2M; SANDY SILT - 15.8M",N/A,15.85,5.08,SCREEN: 12.2M-15.2M,43.40433,-81.435114,292.17,270
6,NOT PRIVATE LAND,W0000440-1,SEVERN SOUND ENVIRONMENTAL ASSOCIATION,SIMCOE COUNTY,MEDONTE,LOT 6,CON 8,OVERBURDEN,SAND AND GRAVEL,N/A,N/A,N/A,66.41,6.35,SCREEN: 58 ~ 66.4 M,44.60552,-79.639129,238.26,440
7,NOT PRIVATE LAND,W0000094-1,SOUTH NATION CONSERVATION,"STORMONT, DUNDAS AND GLENGARRY UNITED COUNTIES",WINCHESTER,LOT 14,CON 9,OVERBURDEN,SAND AND  GRAVEL,N/A,"WESA 16 : SAND AND GRAVEL TO 3.7M; SAND TO7.0M; TILL TO 8.2 M, BEDROCK TO 9.1 M",N/A,9.1,4,SCREEN 7.0 - 9.1 M,45.14126,-75.298443,78.08,94
8,NOT PRIVATE LAND,W0000032-1,LAKE SIMCOE REGION C.A.,DURHAM REGIONAL MUNICIPALITY,UXBRIDGE,LOT 14,CON 7,OVERBURDEN,SILTY SAND,1915185,N/A,N/A,35.2,5.08,SCREEN: 32.0M-35.0M,44.05096,-79.092637,349.63,32
9,NOT PRIVATE LAND,W0000058-1,LAKE SIMCOE REGION C.A.,SIMCOE COUNTY,INNISFIL,LOT 27,CON 8,OVERBURDEN,SAND,5722961,N/A,N/A,14.33,13,SCREEN: 11.0M-14.0M,44.31747,-79.537576,224.53,58
10,PRIVATE LAND,W0000059-1,TORONTO AND REGION C.A.,YORK REGIONAL MUNICIPALITY,MARKHAM,LOT 59,CON 1,OVERBURDEN,"SAND, GRAVEL",6925983,N/A,N/A,12.8,15.75,SCREEN: 8.3M-12.8M,0,0,275.36,59
11,NOT PRIVATE LAND,W0000158-1,QUINTE CONSERVATION,PRINCE EDWARD COUNTY,SOPHIASBURGH,LOT 38,CON 1,BEDROCK,GREY LIMESTONE,5307087,N/A,N/A,38.7,15.88,OPEN HOLE: 6.7 - 38.7M,44.09056,-77.210406,104.56,158
12,NOT PRIVATE LAND,W0000307-1,GRAND RIVER C.A.,HAMILTON CITY,BEVERLY,LOT 16,CON 5,BEDROCK,DOLOSTONE,6813813,N/A,N/A,19.81,10.16,OPEN HOLE: 2.9M-19.8M,43.32178,-80.155839,260.982,307
13,NOT PRIVATE LAND,W0000309-2,GRAND RIVER C.A.,WATERLOO REGIONAL MUNICIPALITY,DUMFRIES,LOT 18,CON 10,OVERBURDEN,SAND,6509353,N/A,N/A,36.58,5.08,SCREEN: 32.0M-36.6M,43.33705,-80.366825,333.172,309
14,NOT PRIVATE LAND,W0000309-3,GRAND RIVER C.A.,WATERLOO REGIONAL MUNICIPALITY,DUMFRIES,LOT 18,CON 10,OVERBURDEN,"SILTY SAND, GRAVEL",6509353,N/A,N/A,62.79,6.68,SCREEN: 57.5M-62.0M,43.33707,-80.366838,333.077,309
15,NOT PRIVATE LAND,W0000095-1,SOUTH NATION CONSERVATION,PRESCOTT AND RUSSELL UNITED COUNTIES,CALEDONIA,LOT 21,CON 5,OVERBURDEN,SILTY CLAY,N/A,98-3 -USED FROM SN WELL DRILLED IN 1998 MONITORING THE BOG,N/A,6.82,5.08,SCREEN 2.8 - 5.8 M,45.47523,-74.83873,49.35,95
16,NOT PRIVATE LAND,W0000015-1,LONG POINT REGION C.A.,BRANT COUNTY,BURFORD,LOT 19,CON 13,OVERBURDEN,GRAVEL,1300721,N/A,N/A,9.91,16.83,OPEN HOLE: 9.2M-9.9M,43.00284,-80.50463,251.45,15
17,NOT PRIVATE LAND,W0000013-1,LONG POINT REGION C.A.,HALDIMAND-NORFOLK REGIONAL MUNICIPALITY,WINDHAM,LOT 8,CON 5,OVERBURDEN,"SAND, GRAVEL",4403134,N/A,N/A,6.25,3.49,OPEN HOLE AT BOTTOM: 6.25M-6.25M,42.95178,-80.402284,245.3,13
18,NOT PRIVATE LAND,W0000187-3,RAISIN REGION C.A.,"STORMONT, DUNDAS AND GLENGARRY UNITED COUNTIES",CHARLOTTENBURGH,LOT E,CON 1,BEDROCK,LIMESTONE,2305277,N/A,N/A,24.4,15.88,OPEN HOLE: 11.3 - 24.4M,45.11569,-74.515387,47.54,187
19,NOT PRIVATE LAND,W0000450-1,SAULT STE. MARIE REGION C.A.,ALGOMA DISTRICT,TARENTORUS,RANKIN LOCATION,N/A,OVERBURDEN,SAND,1107359,N/A,N/A,43,15.88,SCREEN: 38.71 - 39.9M,46.53387,-84.239752,190.6,450
20,NOT PRIVATE LAND,W0000044-2,CENTRAL LAKE ONTARIO C.A.,DURHAM REGIONAL MUNICIPALITY,DARLINGTON,LOT 6,CON 4,OVERBURDEN,BROWN SAND,1901485,N/A,N/A,11.3,4,SCREEN: 10.0 - 12.8M,43.96443,-78.682778,154.26,44
