PGMN_WELL	SampleDate	SampleNumber	LabName	Ionbalance	Comments
W0000038-1	2015-09-23	C223575-0001	MOE	6.7	
W0000039-1	2002-08-19	C97146-0001	MOE	17.0	Incomplete General Chemistry - Alkalinity/Nutrients missing; Calcium suspect
W0000039-1	2007-04-18	R90928	Maxxam Analytics Inc 		 
W0000039-1	2007-09-04	U51117	Maxxam Analytics Inc 		 
W0000039-1	2008-05-21	Y78792	Maxxam Analytics Inc 		Ionic balance > 5%, use with caution;
W0000039-1	2008-10-15	C163767-0001	MOE	7.3	
W0000039-1	2009-10-08	C171982-0001	MOE	1.5	
W0000039-1	2010-10-06	C180545-0005	MOE	10.0	
W0000039-1	2011-10-13	C189327-0002	MOE	0.26	
W0000039-1	2012-10-17	C198227-0003	MOE	17.0	Ionic balance > 10%, use with caution; Calcium suspect
W0000039-1	2013-11-18	C208099-0002	MOE	20.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000039-1	2014-10-30	C216072-0002	MOE		Ionic balance > 10%, use with caution; Calcium suspect
W0000039-1	2015-10-13	C224306-0001	MOE	5.9	
W0000040-1	2003-08-14	C108148-0001	MOE	10 	Use with caution - Inconsistent with other results
W0000040-1	2004-06-23	172607	York-Durham_Lab	0.29 [ 0.01  ] 	Use with caution - Inconsistent with other results
W0000040-1	2004-10-20	189426	York-Durham_Lab	0.45 [ 0.01  ] 	Use with caution - Inconsistent with other results
W0000040-1	2005-07-06	224397	York-Durham_Lab	1.3 [ 0.01  ] 	Use with caution - Inconsistent with other results
W0000040-1	2005-11-03	243729	York-Durham_Lab	0.43 [ 0.01  ] 	Use with caution - Inconsistent with other results
W0000040-1	2006-06-12	274190	York-Durham_Lab	1 [ 0.01  ] 	Use with caution - Inconsistent with other results
W0000040-1	2006-11-01	298297	York-Durham_Lab	1.85 [ 0.01  ] 	Use with caution - Inconsistent with other results
W0000040-1	2007-06-13	332066	York-Durham_Lab	0.12 [ 0.01  ] 	Use with caution - Inconsistent with other results
W0000040-1	2007-11-20	359641	York-Durham_Lab	1.06 [ 0.01  ] 	Use with caution - Inconsistent with other results
W0000040-1	2008-09-18	C162985-0002	MOE	27 	Ionic balance > 10%, use with caution; Calcium suspect
W0000040-1	2009-11-02	C172560-0003	MOE	1.6 	Use with caution - Inconsistent with other results
W0000040-1	2010-11-09	C181548-0002	MOE	6.2 	Use with caution - Inconsistent with other results
W0000040-1	2011-11-14	C190402-0001	MOE	260	Use with caution - Inconsistent with other results
W0000040-1	2012-10-22	C198357-0001	MOE	7.6	Use with caution - Inconsistent with other results
W0000040-1	2013-10-23	C207407-0001	MOE	6	Use with caution - Inconsistent with other results
W0000040-1	2014-10-16	C215619-0001	MOE	2.9	Use with caution - Inconsistent with other results;
W0000040-1	2015-11-02	C225183-0002	MOE	5.2	Use with caution - Inconsistent with other results; Highly variable composition
W0000041-1	2002-01-24	C91964-0001	MOE	1.4 	Incomplete General Chemistry - Alkalinity/Nutrients missing
W0000041-1	2002-05-28	C94020-0001	MOE	0.63 	Incomplete General Chemistry - Alkalinity/Nutrients missing
W0000041-1	2002-11-21	C100324-0001	MOE	1.6 	Incomplete General Chemistry - Alkalinity/Nutrients missing
W0000041-1	2004-07-12	174921	York-Durham_Lab	1.14 [ 0.01  ] 	 
W0000041-1	2004-09-13	183698	York-Durham_Lab	0.11 [ 0.01  ] 	 
W0000041-1	2005-06-06	219685	York-Durham_Lab	0.02 [ 0.01  ] 	 
W0000041-1	2005-10-20	241321	York-Durham_Lab	0.67 [ 0.01  ] 	 
W0000041-1	2006-06-12	274189	York-Durham_Lab	0.4 [ 0.01  ] 	 
W0000041-1	2006-10-16	295608	York-Durham_Lab	0.08 [ 0.01  ] 	 
W0000041-1	2007-06-12	331633	York-Durham_Lab	0.3 [ 0.01  ] 	 
W0000041-1	2007-11-07	357854	York-Durham_Lab	0.98 [ 0.01  ] 	 
W0000041-1	2008-10-06	C163423-0001	MOE	3.8 	 
W0000041-1	2009-10-20	C172252-0003	MOE	3.9 	Use with caution - Inconsistent with other results
W0000042-1	2002-11-28	C100587-0001	MOE	2.5 	Incomplete General Chemistry - Alkalinity/Nutrients missing
W0000042-1	2004-06-23	172608	York-Durham_Lab	0.59 [ 0.01  ] 	
W0000042-1	2004-10-20	189427	York-Durham_Lab	0.02 [ 0.01  ] 	
W0000042-1	2005-06-09	220584	York-Durham_Lab	0.22 [ 0.01  ] 	
W0000042-1	2005-11-07	244198	York-Durham_Lab	2.1 [ 0.01  ] 	
W0000042-1	2006-06-12	274188	York-Durham_Lab	0.4 [ 0.01  ] 	
W0000042-1	2006-11-09	299761	York-Durham_Lab	0.65 [ 0.01  ] 	
W0000042-1	2007-06-13	332065	York-Durham_Lab	0.24 [ 0.01  ] 	
W0000042-1	2007-11-14	358880	York-Durham_Lab	0.35 [ 0.01  ] 	
W0000042-1	2008-09-17	C162963-0002	MOE	2.4 	
W0000042-1	2009-10-15	C172034-0004	MOE	5.4 	Use with caution - Chloride, Sodium suspect
W0000042-1	2010-11-03	C181425-0002	MOE	0.6 	
W0000042-1	2011-11-17	C190472-0001	MOE	120	Ionic balance > 20%, use with caution; Inconsistent with other results;
W0000042-1	2012-10-15	C198101-0004	MOE	11	Ionic balance > 5%, use with caution; Calcium suspect
W0000042-1	2013-10-22	C207354-0001	MOE	16	Ionic balance > 5%, use with caution; Calcium suspect
W0000042-1	2014-10-15	C215573-0001	MOE	5.1	
W0000042-1	2015-11-03	C225226-0001	MOE		
W0000043-3	2002-11-05	C99855-0001	MOE	1900 	Incomplete General Chemistry - Alkalinity/Nutrients missing; Cations suspect
W0000043-3	2004-07-06	173974	York-Durham_Lab	2.8 [ 0.01  ] 	 
W0000043-3	2004-10-06	187516	York-Durham_Lab	0.77 [ 0.01  ] 	 
W0000043-3	2005-06-16	221542	York-Durham_Lab	1.15 [ 0.01  ] 	Iron, Manganese, Zinc suspect;
W0000043-3	2005-11-03	243728	York-Durham_Lab	0.14 [ 0.01  ] 	
W0000043-3	2006-06-08	273909	York-Durham_Lab	0.93 [ 0.01  ] 	
W0000043-3	2006-10-30	297727	York-Durham_Lab	1.36 [ 0.01  ] 	
W0000043-3	2007-06-19	332959	York-Durham_Lab	0.07 [ 0.01  ] 	
W0000043-3	2007-11-05	357028	York-Durham_Lab	0.59 [ 0.01  ] 	
W0000043-3	2008-09-17	C162963-0003	MOE	1.3 	Aluminum suspect;
W0000043-3	2009-10-20	C172252-0004	MOE	9.6 	
W0000043-3	2010-11-08	C181548-0001	MOE	0.23 	
W0000043-3	2011-10-31	C190003-0002	MOE	1.7	
W0000043-3	2012-10-15	C198101-0003	MOE	6.3	
W0000043-3	2013-10-23	C207407-0002	MOE	1.4	
W0000043-3	2014-10-14	C215496-0002	MOE	12	Ionic balance > 5%, use with caution; Sodium suspect
W0000043-3	2015-11-03	C225226-0002	MOE		
W0000044-2	2002-09-18	C98310-0001	MOE	3.4 	Incomplete General Chemistry - Alkalinity/Nutrients missing
W0000044-2	2004-07-06	173973	York-Durham_Lab	0.31 [ 0.01  ] 	 
W0000044-2	2004-10-06	187517	York-Durham_Lab	0.24 [ 0.01  ] 	 
W0000044-2	2005-06-16	221543	York-Durham_Lab	0.41 [ 0.01  ] 	 
W0000044-2	2005-10-26	242455	York-Durham_Lab	1.14 [ 0.01  ] 	Aluminum suspect;
W0000044-2	2006-06-08	273907	York-Durham_Lab	1.27 [ 0.01  ] 	Aluminum suspect; Lead suspect
W0000044-2	2006-10-19	296257	York-Durham_Lab	0.96 [ 0.01  ] 	METALS suspect;
W0000044-2	2008-01-29	C157571-0001	MOE	1.5 	
W0000044-2	2008-10-09	C163577-0001	MOE	1.2 	Aluminum suspect;
W0000044-2	2009-11-02	C172560-0001	MOE	3.1 	
W0000044-2	2010-11-15	C181670-0002	MOE	1.2 	
W0000044-2	2011-11-03	C190102-0001	MOE	6	
W0000044-2	2012-10-15	C198101-0001	MOE	1.6	
W0000044-2	2013-10-28	C207471-0001	MOE	2.2	
W0000044-3	2002-11-05	C99854-0001	MOE	12 	Incomplete General Chemistry - Alkalinity/Nutrients missing
W0000044-3	2004-07-06	173972	York-Durham_Lab	3.25 [ 0.01  ] 	 
W0000044-3	2004-10-06	187518	York-Durham_Lab	1.34 [ 0.01  ] 	Aluminum suspect;
W0000044-3	2005-06-16	221544	York-Durham_Lab	1.02 [ 0.01  ] 	 
W0000044-3	2006-06-08	273908	York-Durham_Lab	0.33 [ 0.01  ] 	Use with caution - Inconsistent with other results
W0000044-3	2006-10-19	296258	York-Durham_Lab	0.56 [ 0.01  ] 	METALS suspect;
W0000044-3	2008-01-29	C157571-0002	MOE		Metals only
W0000044-3	2008-10-09	C163577-0002	MOE	3.7 	
W0000044-3	2009-11-02	C172560-0002	MOE	2.6 	
W0000044-3	2010-11-15	C181670-0003	MOE	1.6 	
W0000044-3	2011-11-03	C190102-0002	MOE	4.6	
W0000044-3	2012-10-15	C198101-0002	MOE	10	Ionic balance > 5%, use with caution;
W0000045-1	2009-11-10	C172782-0001	MOE	9	
W0000046-1	2003-07-27	C107596-0002	MOE	8.1	
W0000046-1	2003-07-27	C107596-0001	MOE	6.1	
W0000046-1	2009-05-27	C168322-0001	MOE	6.6	
W0000046-1	2010-03-29	C175398-0001	MOE	3.1	
W0000046-1	2010-10-25	C181076-0001	MOE	2.3	
W0000046-1	2011-12-05	C190958-0001	MOE		
W0000046-1	2012-10-30	C198578-0001	MOE	11.0	
W0000046-1	2013-10-29	C207534-0001	MOE	2.1	
W0000046-1	2014-11-24	C216589-0001	MOE	2.7	
W0000046-1	2015-10-01	C223893-0001	MOE	2.2	
W0000049-1	2002-10-24	C99453-0001	MOE	1400 	Incomplete General Chemistry - Alkalinity/Nutrients missing; Cations suspect
W0000049-1	2004-06-29	173146	York-Durham_Lab	0.6 [ 0.01  ] 	
W0000049-1	2004-09-14	184128	York-Durham_Lab	0.22 [ 0.01  ] 	
W0000049-1	2005-06-28	223312	York-Durham_Lab	0.53 [ 0.01  ] 	
W0000049-1	2005-11-07	244199	York-Durham_Lab	5.14 [ 0.01  ] 	Ionic balance > 5%, use with caution;
W0000049-1	2006-06-15	275009	York-Durham_Lab	0.24 [ 0.01  ] 	
W0000049-1	2006-11-01	298298	York-Durham_Lab	0.65 [ 0.01  ] 	
W0000049-1	2007-05-29	328970	York-Durham_Lab	2.58 [ 0.01  ] 	
W0000049-1	2007-11-15	358981	York-Durham_Lab	0.18 [ 0.01  ] 	
W0000049-1	2008-09-18	C162985-0001	MOE	2 	
W0000049-1	2009-10-22	C172307-0001	MOE	0.46 	
W0000049-1	2010-11-03	C181425-0001	MOE	0.22 	
W0000049-1	2011-11-07	C190212-0001	MOE	5.1	
W0000049-1	2012-10-16	C198168-0001	MOE	8.6	
W0000049-1	2013-10-10	C206929-0001	MOE	1.2	
W0000049-1	2014-10-01	C215093-0001	MOE	1.3	
W0000049-1	2015-10-27	C224913-0002	MOE	14	Ionic balance > 5%, use with caution; Alkalinity suspect
W0000053-1	2002-07-09	C95693-0001	MOE	0.3	Incomplete General Chemistry - Alkalinity/Nutrients missing
W0000053-1	2004-08-26	04-A030454	Maxxam Analytics Inc 	2.33	
W0000053-1	2007-09-25	U87650	Maxxam Analytics Inc 	5.59	Ionic balance > 5%, use with caution;
W0000053-1	2008-11-05	C164354-0001	MOE	1.2	
W0000053-1	2009-11-04	C172709-0001	MOE	1.8	
W0000053-1	2010-11-11	C181585-0002	MOE	5.4	
W0000053-1	2011-12-12	C191109-0001	MOE	1.5	
W0000053-1	2012-10-22	C198358-0001	MOE	4.1	
W0000053-1	2013-10-23	C207405-0001	MOE	2.7	
W0000053-1	2014-09-23	C214864-0001	MOE	0.51	
W0000053-1	2015-09-29	C223849-0001	MOE	0.15	
W0000054-1	2003-09-02	C108699-0001	MOE	5.9	
W0000054-1	2004-10-27	04-A040857	Maxxam Analytics Inc 	0.84	 
W0000054-1	2007-07-31	T80815	Maxxam Analytics Inc 	8.09	Ionic balance > 5%, use with caution;
W0000054-1	2008-10-22	C163977-0001	MOE	21.0	Ionic balance > 5%, use with caution;
W0000054-1	2009-10-07	C171812-0001	MOE	3.0	
W0000054-1	2010-11-02	C181389-0001	MOE	17.0	Ionic balance > 5%, use with caution;
W0000054-1	2011-11-14	C190407-0003	MOE	17.0	Ionic balance > 5%, use with caution;
W0000054-1	2012-10-02	C197754-0003	MOE	14.0	Ionic balance > 5%, use with caution;
W0000054-1	2013-10-09	C206933-0001	MOE	1.4	
W0000054-1	2014-10-15	C215618-0001	MOE	20.0	Ionic balance > 5%, use with caution;
W0000054-1	2015-10-13	C224374-0001	MOE	16.0	Ionic balance > 5%, use with caution; Strontium suspect
W0000055-1	2003-09-09	C108979-0001	MOE	4.1	
W0000055-1	2004-10-04	04-A037061	Maxxam Analytics Inc 	4.78	 
W0000055-1	2005-10-06	C130813-0001	MOE	9.3	
W0000055-1	2006-12-19	Q23139	Maxxam Analytics Inc 	1.34	 
W0000055-1	2007-08-28	U32901	Maxxam Analytics Inc 	2.7	 
W0000055-1	2008-12-02	C165005-0001	MOE	3.6	
W0000055-1	2009-11-10	C172831-0001	MOE	8.0	
W0000055-1	2010-11-15	C181665-0001	MOE	3.0	
W0000055-1	2011-12-12	C191109-0002	MOE	0.35	
W0000055-1	2012-10-09	C197899-0003	MOE	3.7	
W0000055-1	2013-10-21	C207290-0001	MOE	9.0	
W0000055-1	2014-11-03	C216184-0001	MOE	2.3	
W0000055-1	2015-10-19	C224577-0001	MOE	5.5	Sulphate suspect
W0000056-1	2003-09-08	C108910-0001	MOE	5.0	
W0000056-1	2004-08-04	04-A026180	Maxxam Analytics Inc 	23.1	Ionic balance > 20%, use with caution; Sodium suspect; Alkalinity suspect; F suspect
W0000056-1	2005-10-03	C130655-0001	MOE	4.1	Use with caution - Inconsistent with other results
W0000056-1	2006-11-21	P64069	Maxxam Analytics Inc	4.43	Aluminum suspect;
W0000056-1	2007-09-28	U95075	Maxxam Analytics Inc 	2.87	
W0000056-1	2008-11-26	C164901-0001	MOE	1.5	
W0000056-1	2009-10-13	C172017-0001	MOE	4.9	
W0000056-1	2010-11-09	C181541-0001	MOE	1.2	
W0000056-1	2011-12-05	C190959-0001	MOE		
W0000056-1	2012-11-13	C198996-0001	MOE	1.3	
W0000056-1	2013-11-11	C207895-0001	MOE	4.5	
W0000056-1	2014-10-28	C216045-0002	MOE	3.6	
W0000056-1	2014-10-28	C216045-0001	MOE	0.019	
W0000056-1	2015-10-14	C224418-0004	MOE	7.4	Ionic balance > 5%, use with caution;
W0000058-1	2002-08-20	C97230-0001	MOE	10.0	Incomplete General Chemistry - Alkalinity/Nutrients missing
W0000058-1	2007-04-18	R90930	Maxxam Analytics Inc 		Error with Well ID (the analytical results belong to W0000283-1). Ionic balance > 20%, use with caution; Inconsistent with other results; Manganese suspect
W0000058-1	2007-09-05	U51112	Maxxam Analytics Inc 		Ionic balance > 5%, use with caution; Chloride, Sodium suspect
W0000058-1	2008-05-21	Y78786	Maxxam Analytics Inc 		 
W0000058-1	2008-10-07	C163526-0005	MOE	1.8	
W0000058-1	2009-10-19	C172192-0004	MOE	4.0	
W0000059-1	2003-04-10	C103793-0001	MOE	1.3	Incomplete General Chemistry - Alkalinity missing;
W0000059-1	2004-09-30	40161	ENTECH, A Division of Agri-Service Lab Inc.		Incomplete General Chemistry - Chloride missing; Sulphate missing; METALS suspect
W0000059-1	2004-12-02	43852	ENTECH, A Division of Agri-Service Lab Inc.		Incomplete General Chemistry - Chloride missing; Sulphate missing; METALS suspect
W0000059-1	2007-12-12	W40927	Maxxam Analytics Inc 	2.23	
W0000059-1	2009-10-20	C172214-0001	MOE	2.4	
W0000059-1	2010-10-15	C180773-0001	MOE	0.96	
W0000059-1	2011-11-02	C190039-0001	MOE	10.0	
W0000059-1	2011-11-02	C190038-0001	MOE	7.7	
W0000059-1	2012-10-17	C198176-0001	MOE	22.0	Ionic balance > 10%, use with caution;
W0000059-1	2013-10-30	C207548-0001	MOE	9.9	
W0000059-1	2014-09-22	C214736-0001	MOE	40.0	Ionic balance > 10%, use with caution; Alkalinity suspect
W0000059-1	2015-10-05	C223924-0001	MOE	0.28	
W0000060-1	2003-09-30	C109752-0001	MOE	8.9	
W0000060-1	2004-10-21	41212	ENTECH, A Division of Agri-Service Lab Inc.		Incomplete General Chemistry - Chloride missing; Sulphate missing
W0000060-1	2005-01-05	45187	ENTECH, A Division of Agri-Service Lab Inc.		Incomplete General Chemistry - Chloride missing; Sulphate missing
W0000060-1	2006-11-22	72667	ENTECH, A Division of Agri-Service Lab Inc.		Incomplete General Chemistry - Anions missing; Calcium, Magnesium inconsistent with other results
W0000060-1	2008-09-29	C163217-0001	MOE	23.0	Ionic balance > 10%, use with caution; Calcium suspect
W0000060-1	2009-11-04	C172686-0001	MOE	0.32	
W0000060-1	2010-10-26	C181120-0001	MOE	2.2	
W0000060-1	2011-10-17	C189376-0001	MOE	3.6	
W0000060-1	2012-10-15	C198011-0001	MOE	2.6	
W0000060-1	2013-10-09	C206862-0001	MOE	0.56	
W0000060-1	2014-10-08	C215321-0001	MOE	2.0	
W0000060-1	2015-09-30	C223811-0001	MOE	1.5	
W0000061-1	2003-04-24	C104135-0001	MOE	4.4	
W0000061-1	2004-10-21	41213	ENTECH, A Division of Agri-Service Lab Inc.		Incomplete General Chemistry - Chloride missing; Sulphate missing; Calcium suspect
W0000061-1	2005-01-05	45188	ENTECH, A Division of Agri-Service Lab Inc.		Incomplete General Chemistry - Chloride missing; Sulphate missing; Calcium suspect
W0000061-1	2008-09-29	C163218-0001	MOE	3.1	
W0000061-1	2009-11-04	C172685-0001	MOE	1.9	
W0000061-1	2010-10-26	C181121-0001	MOE	0.11	
W0000061-1	2011-10-17	C189377-0001	MOE	3.7	
W0000061-1	2012-10-09	C197855-0001	MOE	1.3	
W0000061-1	2013-11-14	C207948-0001	MOE	5.2	
W0000061-1	2014-10-08	C215321-0002	MOE	0.67	
W0000061-1	2015-10-13	C224314-0001	MOE	4.9	
W0000062-1	2002-08-21	C97297-0002	MOE	32.0	Incomplete General Chemistry - Alkalinity/Nutrients missing
W0000062-1	2007-04-18	R90927	Maxxam Analytics Inc 		 
W0000062-1	2007-09-04	U51116	Maxxam Analytics Inc 		Ionic balance > 5%, use with caution; Calcium, Alkalinity suspect
W0000062-1	2008-05-21	Y78790	Maxxam Analytics Inc 		Ionic balance > 5%, use with caution; Alkalinity suspect
W0000062-1	2008-10-15	C163767-0003	MOE	9.2	
W0000062-1	2009-10-15	C172018-0002	MOE	0.65	
W0000062-1	2010-10-14	C180749-0001	MOE	2.4	
W0000062-1	2011-10-06	C189186-0004	MOE		
W0000062-1	2012-10-16	C198170-0001	MOE	47.0	Ionic balance > 15%, use with caution; Calcium suspect
W0000062-1	2013-11-14	C207967-0001	MOE	2.6	
W0000062-1	2015-10-19	C224493-0001	MOE	49.0	Ionic balance > 15%, use with caution; Calcium suspect
W0000063-3	2002-08-16	C97099-0002	MOE	9.4	Incomplete General Chemistry - Alkalinity/Nutrients missing
W0000063-3	2007-04-17	R90610	Maxxam Analytics Inc 		 
W0000063-3	2007-09-05	U51109	Maxxam Analytics Inc 		Ionic balance > 5%, use with caution;
W0000063-3	2008-05-21	Y78795	Maxxam Analytics Inc 		 
W0000063-3	2008-10-06	C163526-0002	MOE	5.3	
W0000063-3	2009-10-20	C172192-0001	MOE	0.14	
W0000063-3	2010-10-05	C180545-0002	MOE	6.1	
W0000063-3	2011-10-04	C189186-0001	MOE		
W0000063-3	2013-11-14	C207967-0002	MOE	2.9	
W0000063-3	2014-10-07	C215285-0001	MOE	2.3	
W0000063-3	2015-10-06	C224062-0002	MOE	1.4	
W0000064-1	2003-06-10	C105853-0001	MOE	1.3	
W0000064-1	2006-09-18	O31671	Maxxam Analytics Inc 		 
W0000064-1	2007-09-18	U72595	Maxxam Analytics Inc 		 
W0000064-1	2008-05-15	Y66189	Maxxam Analytics Inc 	0.23	 
W0000064-1	2008-09-23	C163149-0001	MOE	6.0	
W0000064-1	2009-09-24	C171417-0001	MOE	1.6	
W0000064-1	2010-09-28	C180280-0001	MOE	4.4	
W0000064-1	2011-09-26	C188869-0001	MOE		
W0000064-1	2012-10-03	C197762-0001	MOE	11.0	Ionic balance > 5%, use with caution;
W0000064-1	2013-09-23	C206260-0001	MOE	0.65	
W0000064-1	2014-10-02	C215134-0001	MOE	3.1	
W0000064-1	2015-10-01	C223889-0001	MOE	4.9	
W0000065-4	2003-11-04	C110922-0002	MOE	11.0	
W0000065-4	2007-05-16	S39484	Maxxam Analytics Inc 	3.04	 
W0000065-4	2008-09-25	C163169-0001	MOE	5.5	
W0000065-4	2009-11-09	C172772-0001	MOE	4.7	
W0000065-4	2010-11-01	C181301-0001	MOE	0.74	
W0000065-4	2011-09-29	C188955-0002	MOE		
W0000065-4	2012-10-02	C197713-0001	MOE	6.7	
W0000065-4	2013-10-02	C206612-0001	MOE	5.6	
W0000065-4	2014-09-30	C215047-0001	MOE	17.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000065-4	2015-09-21	C223466-0001	MOE	11.0	
W0000066-1	2003-09-16	C109205-0001	MOE	7.9	
W0000066-1	2009-10-13	C171933-0001	MOE	1.3	
W0000066-1	2010-10-18	C180816-0001	MOE	0.45	
W0000066-1	2011-11-08	C190213-0001	MOE	2.3	
W0000066-1	2011-11-08	C190213-0002	MOE	3.3	
W0000066-1	2012-10-16	C198099-0001	MOE	2.8	
W0000066-1	2013-10-30	C207593-0001	MOE	11.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000066-1	2014-10-06	C215220-0001	MOE	0.91	
W0000066-1	2015-10-26	C224784-0001	MOE	14.0	Ionic balance > 5%, use with caution; Alkalinity suspect
W0000067-1	2002-09-11	C98050-0001	MOE	4.3	Incomplete General Chemistry - Alkalinity/Nutrients missing
W0000067-1	2009-10-19	C172096-0001	MOE	6.3	
W0000067-1	2010-11-01	C181336-0001	MOE	9.1	
W0000067-1	2011-11-16	C190455-0001	MOE	14.0	Ionic balance > 5%, use with caution; CATIONS suspect; Alkalinity suspect
W0000067-1	2012-10-16	C198099-0002	MOE	14.0	Ionic balance > 5%, use with caution;
W0000067-1	2013-10-30	C207593-0002	MOE	9.5	
W0000067-1	2014-10-06	C215220-0002	MOE	0.15	
W0000067-1	2015-10-26	C224784-0002	MOE	4.8	
W0000068-1	2003-10-14	C110213-0001	MOE	6.6	TKN suspect
W0000069-1	2003-09-09	C108908-0001	MOE	30.0	Ionic balance > 10%, use with caution; Sulphate inconsistent with other results
W0000069-1	2009-10-06	C171699-0002	MOE	4.5	
W0000069-1	2010-11-02	C181337-0001	MOE	75.0	Ionic balance > 20%, use with caution; Chloride suspect
W0000069-1	2011-11-07	C190164-0001	MOE	0.76	
W0000069-1	2012-10-23	C198356-0001	MOE	32.0	Ionic balance > 10%, use with caution; Chloride, Calcium suspect
W0000069-1	2013-10-23	C207357-0001	MOE	2.0	
W0000069-1	2014-10-20	C215709-0001	MOE	0.52	
W0000069-1	2015-11-02	C225100-0001	MOE	4.0	
W0000070-1	2003-10-22	C110509-0001	MOE	25.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000070-1	2009-10-21	C172254-0001	MOE	11.0	Ionic balance > 5%, use with caution;
W0000070-1	2010-11-08	C181542-0001	MOE	6.8	
W0000070-1	2011-11-21	C190527-0001	MOE		
W0000070-1	2012-10-22	C198295-0001	MOE	7.0	
W0000070-1	2013-10-28	C207470-0001	MOE	13.0	Ionic balance > 5%, use with caution;
W0000070-1	2014-12-15	C217026-0001	MOE	1.5	
W0000070-1	2015-10-19	C224492-0001	MOE	12.0	Ionic balance > 5%, use with caution;
W0000071-1	2002-08-19	C97146-0003	MOE	3.0	Incomplete General Chemistry - Alkalinity/Nutrients missing
W0000071-1	2007-04-17	R90606	Maxxam Analytics Inc 		Ionic balance > 5%, use with caution;
W0000071-1	2007-09-05	U51110	Maxxam Analytics Inc 		 
W0000071-1	2008-05-21	Y78796	Maxxam Analytics Inc 		Ionic balance > 5%, use with caution;
W0000071-1	2008-10-07	C163526-0004	MOE	4.5	
W0000071-1	2009-10-08	C171807-0003	MOE	6.3	
W0000071-1	2010-10-05	C180545-0003	MOE	17.0	Ionic balance > 5%, use with caution; Calcium suspect
W0000071-1	2011-10-05	C189186-0003	MOE		
W0000071-1	2012-11-08	C198869-0002	MOE	5.7	
W0000071-1	2013-11-20	C208171-0001	MOE	19.0	Ionic balance > 5%, use with caution;
W0000071-1	2014-10-23	C215873-0001	MOE	6.3	
W0000071-1	2015-10-06	C224062-0001	MOE	1.9	
W0000073-1	2002-07-22	C96273-0001	MOE	2.6	Incomplete General Chemistry - Alkalinity/Nutrients missing
W0000073-1	2007-07-13	557053	ACCUTEST LABORATORIES LTD	0.97	 
W0000073-1	2009-10-22	C172359-0001	MOE	15.0	Ionic balance > 5%, use with caution; Alkalinity suspect
W0000073-1	2010-12-06	C182185-0001	MOE	6.8	
W0000073-1	2011-11-24	C190703-0001	MOE		
W0000073-1	2012-11-27	C199394-0001	MOE	7.7	
W0000073-1	2013-10-30	C207630-0001	MOE	3.9	
W0000073-1	2014-10-16	C215648-0001	MOE	2.5	
W0000073-1	2015-10-05	C224066-0001	MOE	5.8	
W0000075-1	2003-06-12	C105968-0001	MOE	7.3	
W0000075-1	2004-12-14	44482	ENTECH, A Division of Agri-Service Lab Inc.		Incomplete General Chemistry - Chloride missing; Sulphate missing
W0000075-1	2009-11-02	C172564-0001	MOE	0.51	
W0000076-1	2003-09-17	C109375-0001	MOE	3.1	
W0000076-1	2004-08-09	04-A026953	Maxxam Analytics Inc 	0.76	 
